Abbreviation	Description	Charged formula	Charge	Compartment	KEGG ID	ChEBI ID
s_0809[p]	H2O [peroxisome]	H2O	0	peroxisome	C00001	CHEBI:15377
s_0810[v]	H2O [vacuole]	H2O	0	vacuole	C00001	CHEBI:15377
s_0811[m]	heme a [mitochondrion]	C49H56FeN4O6	0	mitochondrion	C15670	CHEBI:24479
s_0812[m]	heme o [mitochondrion]	C49H58FeN4O5	0	mitochondrion	C15672	CHEBI:24480
s_0813[lp]	henicosaprenyl diphosphate [lipid particle]	C105H172O7P2	0	lipid particle		CHEBI:53032
s_0814[lp]	heptadecaprenyl diphosphate [lipid particle]	C85H140O7P2	0	lipid particle		CHEBI:53036
s_0815[lp]	heptaprenyl diphosphate [lipid particle]	C35H60O7P2	0	lipid particle	C04216	CHEBI:53046
s_0816[c]	hexacosanoyl-CoA [cytoplasm]	C47H86N7O17P3S	0	cytoplasm		CHEBI:52966
s_0817[er]	hexacosanoyl-CoA [endoplasmic reticulum]	C47H86N7O17P3S	0	endoplasmic reticulum		CHEBI:52966
s_0819[p]	hexacosanoyl-CoA [peroxisome]	C47H86N7O17P3S	0	peroxisome		CHEBI:52966
s_0823[p]	hexadec-2-enoyl-CoA [peroxisome]	C37H64N7O17P3S	0	peroxisome	C05272	CHEBI:52381
s_0825[er]	hexadecanal [endoplasmic reticulum]	C16H32O	0	endoplasmic reticulum	C00517	CHEBI:17600
s_0826[e]	hexadecanal [extracellular]	C16H32O	0	extracellular	C00517	CHEBI:17600
s_0829[lp]	hexadecaprenyl diphosphate [lipid particle]	C80H132O7P2	0	lipid particle		CHEBI:53037
s_0830[lp]	hexaprenyl diphosphate [lipid particle]	C30H52O7P2	0	lipid particle	C01230	CHEBI:53047
s_0831[m]	hexaprenyl diphosphate [mitochondrion]	C30H52O7P2	0	mitochondrion	C01230	CHEBI:53047
s_0832[c]	His-tRNA(His) [cytoplasm]	C6H8N3OR	0	cytoplasm	C02988	CHEBI:29155
s_0833[m]	His-tRNA(His) [mitochondrion]	C6H8N3OR	0	mitochondrion	C02988	CHEBI:29155
s_0834[m]	homocitrate [mitochondrion]	C7H7O7	-3	mitochondrion	C01251	CHEBI:36457
s_0835[n]	homocitrate [nucleus]	C7H7O7	-3	nucleus	C01251	CHEBI:36457
s_0836[m]	homoisocitrate [mitochondrion]	C7H7O7	-3	mitochondrion	C05662	CHEBI:30904
s_0837[c]	hydrogen peroxide [cytoplasm]	H2O2	0	cytoplasm	C00027	CHEBI:16240
s_0838[m]	hydrogen peroxide [mitochondrion]	H2O2	0	mitochondrion	C00027	CHEBI:16240
s_0839[n]	hydrogen peroxide [nucleus]	H2O2	0	nucleus	C00027	CHEBI:16240
s_0840[p]	hydrogen peroxide [peroxisome]	H2O2	0	peroxisome	C00027	CHEBI:16240
s_0841[c]	hydrogen sulfide [cytoplasm]	HS	-1	cytoplasm	C00283	CHEBI:29919
s_0843[c]	hypoxanthine [cytoplasm]	C5H4N4O	0	cytoplasm	C00262	CHEBI:17368
s_0844[e]	hypoxanthine [extracellular]	C5H4N4O	0	extracellular	C00262	CHEBI:17368
s_0845[lp]	icosaprenyl diphosphate [lipid particle]	C100H164O7P2	0	lipid particle		CHEBI:53033
s_0846[c]	IDP [cytoplasm]	C10H11N4O11P2	-3	cytoplasm	C00104	CHEBI:58280
s_0847[c]	Ile-tRNA(Ile) [cytoplasm]	C6H12NOR	0	cytoplasm	C03127	CHEBI:29160
s_0848[m]	Ile-tRNA(Ile) [mitochondrion]	C6H12NOR	0	mitochondrion	C03127	CHEBI:29160
s_0849[c]	IMP [cytoplasm]	C10H11N4O8P	-2	cytoplasm	C00130	CHEBI:58053
s_0850[c]	indol-3-ylacetaldehyde [cytoplasm]	C10H9NO	0	cytoplasm	C00637	CHEBI:18086
s_0851[e]	indol-3-ylacetaldehyde [extracellular]	C10H9NO	0	extracellular	C00637	CHEBI:18086
s_0852[m]	indol-3-ylacetaldehyde [mitochondrion]	C10H9NO	0	mitochondrion	C00637	CHEBI:18086
s_0853[c]	indole-3-acetate [cytoplasm]	C10H8NO2	-1	cytoplasm	C00954	CHEBI:30854
s_0854[m]	indole-3-acetate [mitochondrion]	C10H8NO2	-1	mitochondrion	C00954	CHEBI:30854
s_0855[c]	indole-3-pyruvate [cytoplasm]	C11H8NO3	-1	cytoplasm	C00331	CHEBI:17640
s_0856[c]	inosine [cytoplasm]	C10H12N4O5	0	cytoplasm	C00294	CHEBI:17596
s_0857[e]	inosine [extracellular]	C10H12N4O5	0	extracellular	C00294	CHEBI:17596
s_0858[er]	inositol phosphomannosylinositol phosphoceramide [endoplasmic reticulum]	C22H39NO24P2R2	0	endoplasmic reticulum		CHEBI:62682
s_0859[g]	inositol phosphomannosylinositol phosphoceramide [Golgi]	C22H39NO24P2R2	0	Golgi		CHEBI:62682
s_0860[m]	inositol phosphomannosylinositol phosphoceramide [mitochondrion]	C22H39NO24P2R2	0	mitochondrion		CHEBI:62682
s_0861[er]	inositol phosphomannosylinositol phosphoceramide A (C24) [endoplasmic reticulum]	C60H117NO24P2	0	endoplasmic reticulum		CHEBI:60439
s_0862[g]	inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi]	C60H117NO24P2	0	Golgi		CHEBI:60439
s_0863[m]	inositol phosphomannosylinositol phosphoceramide A (C24) [mitochondrion]	C60H117NO24P2	0	mitochondrion		CHEBI:60439
s_0864[er]	inositol phosphomannosylinositol phosphoceramide A (C26) [endoplasmic reticulum]	C62H121NO24P2	0	endoplasmic reticulum		CHEBI:62715
s_0865[g]	inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi]	C62H121NO24P2	0	Golgi		CHEBI:62715
s_0866[m]	inositol phosphomannosylinositol phosphoceramide A (C26) [mitochondrion]	C62H121NO24P2	0	mitochondrion		CHEBI:62715
s_0867[er]	inositol phosphomannosylinositol phosphoceramide B (C24) [endoplasmic reticulum]	C60H117NO25P2	0	endoplasmic reticulum		CHEBI:60443
s_0868[g]	inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi]	C60H117NO25P2	0	Golgi		CHEBI:60443
s_0869[m]	inositol phosphomannosylinositol phosphoceramide B (C24) [mitochondrion]	C60H117NO25P2	0	mitochondrion		CHEBI:60443
s_0870[er]	inositol phosphomannosylinositol phosphoceramide B (C26) [endoplasmic reticulum]	C62H121NO25P2	0	endoplasmic reticulum		CHEBI:62719
s_0871[g]	inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi]	C62H121NO25P2	0	Golgi		CHEBI:62719
s_0872[m]	inositol phosphomannosylinositol phosphoceramide B (C26) [mitochondrion]	C62H121NO25P2	0	mitochondrion		CHEBI:62719
s_0873[er]	inositol phosphomannosylinositol phosphoceramide B' (C24) [endoplasmic reticulum]	C60H117NO25P2	0	endoplasmic reticulum		CHEBI:60441
s_0874[g]	inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi]	C60H117NO25P2	0	Golgi		CHEBI:60441
s_0875[m]	inositol phosphomannosylinositol phosphoceramide B' (C24) [mitochondrion]	C60H117NO25P2	0	mitochondrion		CHEBI:60441
s_0876[er]	inositol phosphomannosylinositol phosphoceramide B' (C26) [endoplasmic reticulum]	C62H121NO25P2	0	endoplasmic reticulum		CHEBI:62717
s_0877[g]	inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi]	C62H121NO25P2	0	Golgi		CHEBI:62717
s_0878[m]	inositol phosphomannosylinositol phosphoceramide B' (C26) [mitochondrion]	C62H121NO25P2	0	mitochondrion		CHEBI:62717
s_0879[er]	inositol phosphomannosylinositol phosphoceramide C (C24) [endoplasmic reticulum]	C60H117NO26P2	0	endoplasmic reticulum		CHEBI:60445
s_0880[g]	inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi]	C60H117NO26P2	0	Golgi		CHEBI:60445
s_0881[m]	inositol phosphomannosylinositol phosphoceramide C (C24) [mitochondrion]	C60H117NO26P2	0	mitochondrion		CHEBI:60445
s_0882[er]	inositol phosphomannosylinositol phosphoceramide C (C26) [endoplasmic reticulum]	C62H121NO26P2	0	endoplasmic reticulum		CHEBI:53005
s_0883[g]	inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi]	C62H121NO26P2	0	Golgi		CHEBI:53005
s_0884[m]	inositol phosphomannosylinositol phosphoceramide C (C26) [mitochondrion]	C62H121NO26P2	0	mitochondrion		CHEBI:53005
s_0885[er]	inositol phosphomannosylinositol phosphoceramide D (C24) [endoplasmic reticulum]	C60H117NO27P2	0	endoplasmic reticulum		CHEBI:60446
s_0886[g]	inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi]	C60H117NO27P2	0	Golgi		CHEBI:60446
s_0887[m]	inositol phosphomannosylinositol phosphoceramide D (C24) [mitochondrion]	C60H117NO27P2	0	mitochondrion		CHEBI:60446
s_0888[er]	inositol phosphomannosylinositol phosphoceramide D (C26) [endoplasmic reticulum]	C62H121NO27P2	0	endoplasmic reticulum		CHEBI:62684
s_0889[g]	inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi]	C62H121NO27P2	0	Golgi		CHEBI:62684
s_0890[m]	inositol phosphomannosylinositol phosphoceramide D (C26) [mitochondrion]	C62H121NO27P2	0	mitochondrion		CHEBI:62684
s_0891[er]	inositol-P-ceramide [endoplasmic reticulum]	C11H20NO12PR2	0	endoplasmic reticulum		CHEBI:60245
s_0892[g]	inositol-P-ceramide [Golgi]	C11H20NO12PR2	0	Golgi		CHEBI:60245
s_0893[m]	inositol-P-ceramide [mitochondrion]	C11H20NO12PR2	0	mitochondrion		CHEBI:60245
s_0894[er]	inositol-P-ceramide A (C24) [endoplasmic reticulum]	C48H96NO11P	0	endoplasmic reticulum		CHEBI:60402
s_0895[g]	inositol-P-ceramide A (C24) [Golgi]	C48H96NO11P	0	Golgi		CHEBI:60402
s_0896[m]	inositol-P-ceramide A (C24) [mitochondrion]	C48H96NO11P	0	mitochondrion		CHEBI:60402
s_0897[er]	inositol-P-ceramide A (C26) [endoplasmic reticulum]	C50H100NO11P	0	endoplasmic reticulum		CHEBI:60405
s_0898[g]	inositol-P-ceramide A (C26) [Golgi]	C50H100NO11P	0	Golgi		CHEBI:60405
s_0899[m]	inositol-P-ceramide A (C26) [mitochondrion]	C50H100NO11P	0	mitochondrion		CHEBI:60405
s_0900[er]	inositol-P-ceramide B (C24) [endoplasmic reticulum]	C48H96NO12P	0	endoplasmic reticulum		CHEBI:60410
s_0901[g]	inositol-P-ceramide B (C24) [Golgi]	C48H96NO12P	0	Golgi		CHEBI:60410
s_0902[m]	inositol-P-ceramide B (C24) [mitochondrion]	C48H96NO12P	0	mitochondrion		CHEBI:60410
s_0903[er]	inositol-P-ceramide B (C26) [endoplasmic reticulum]	C50H100NO12P	0	endoplasmic reticulum		CHEBI:60412
s_0904[g]	inositol-P-ceramide B (C26) [Golgi]	C50H100NO12P	0	Golgi		CHEBI:60412
s_0905[m]	inositol-P-ceramide B (C26) [mitochondrion]	C50H100NO12P	0	mitochondrion		CHEBI:60412
s_0906[er]	inositol-P-ceramide B' (C24) [endoplasmic reticulum]	C48H96NO12P	0	endoplasmic reticulum		CHEBI:60406
s_0907[g]	inositol-P-ceramide B' (C24) [Golgi]	C48H96NO12P	0	Golgi		CHEBI:60406
s_0908[m]	inositol-P-ceramide B' (C24) [mitochondrion]	C48H96NO12P	0	mitochondrion		CHEBI:60406
s_0909[er]	inositol-P-ceramide B' (C26) [endoplasmic reticulum]	C50H100NO12P	0	endoplasmic reticulum		CHEBI:60409
s_0910[g]	inositol-P-ceramide B' (C26) [Golgi]	C50H100NO12P	0	Golgi		CHEBI:60409
s_0911[m]	inositol-P-ceramide B' (C26) [mitochondrion]	C50H100NO12P	0	mitochondrion		CHEBI:60409
s_0912[er]	inositol-P-ceramide C (C24) [endoplasmic reticulum]	C48H96NO13P	0	endoplasmic reticulum		CHEBI:60413
s_0913[g]	inositol-P-ceramide C (C24) [Golgi]	C48H96NO13P	0	Golgi		CHEBI:60413
s_0914[m]	inositol-P-ceramide C (C24) [mitochondrion]	C48H96NO13P	0	mitochondrion		CHEBI:60413
s_0915[er]	inositol-P-ceramide C (C26) [endoplasmic reticulum]	C50H100NO13P	0	endoplasmic reticulum		CHEBI:53004
s_0916[g]	inositol-P-ceramide C (C26) [Golgi]	C50H100NO13P	0	Golgi		CHEBI:53004
s_0917[m]	inositol-P-ceramide C (C26) [mitochondrion]	C50H100NO13P	0	mitochondrion		CHEBI:53004
s_0918[er]	inositol-P-ceramide D (C24) [endoplasmic reticulum]	C48H96NO14P	0	endoplasmic reticulum		CHEBI:60414
s_0919[g]	inositol-P-ceramide D (C24) [Golgi]	C48H96NO14P	0	Golgi		CHEBI:60414
s_0920[m]	inositol-P-ceramide D (C24) [mitochondrion]	C48H96NO14P	0	mitochondrion		CHEBI:60414
s_0921[er]	inositol-P-ceramide D (C26) [endoplasmic reticulum]	C50H100NO14P	0	endoplasmic reticulum		CHEBI:60415
s_0922[g]	inositol-P-ceramide D (C26) [Golgi]	C50H100NO14P	0	Golgi		CHEBI:60415
s_0923[m]	inositol-P-ceramide D (C26) [mitochondrion]	C50H100NO14P	0	mitochondrion		CHEBI:60415
s_0924[c]	iron(2+) [cytoplasm]	Fe	2	cytoplasm	C14818	CHEBI:29033
s_0925[e]	iron(2+) [extracellular]	Fe	2	extracellular	C14818	CHEBI:29033
s_0926[m]	iron(2+) [mitochondrion]	Fe	2	mitochondrion	C14818	CHEBI:29033
s_0927[c]	isoamyl acetate [cytoplasm]	C7H14O2	0	cytoplasm	C12296	CHEBI:31725
s_0928[e]	isoamyl acetate [extracellular]	C7H14O2	0	extracellular	C12296	CHEBI:31725
s_0929[c]	isoamylol [cytoplasm]	C5H12O	0	cytoplasm	C07328	CHEBI:15837
s_0930[e]	isoamylol [extracellular]	C5H12O	0	extracellular	C07328	CHEBI:15837
s_0931[m]	isoamylol [mitochondrion]	C5H12O	0	mitochondrion	C07328	CHEBI:15837
s_0932[c]	isobutanol [cytoplasm]	C4H10O	0	cytoplasm	C14710	CHEBI:46645
s_0933[e]	isobutanol [extracellular]	C4H10O	0	extracellular	C14710	CHEBI:46645
s_0934[m]	isobutanol [mitochondrion]	C4H10O	0	mitochondrion	C14710	CHEBI:46645
s_0935[c]	isobutyl acetate [cytoplasm]	C6H12O2	0	cytoplasm		CHEBI:50569
s_0936[e]	isobutyl acetate [extracellular]	C6H12O2	0	extracellular		CHEBI:50569
s_0937[c]	isobutyraldehyde [cytoplasm]	C4H8O	0	cytoplasm		CHEBI:48943
s_0938[e]	isobutyraldehyde [extracellular]	C4H8O	0	extracellular		CHEBI:48943
s_0939[m]	isobutyraldehyde [mitochondrion]	C4H8O	0	mitochondrion		CHEBI:48943
s_0940[c]	isocitrate [cytoplasm]	C6H5O7	-3	cytoplasm	C00311	CHEBI:16087
s_0941[m]	isocitrate [mitochondrion]	C6H5O7	-3	mitochondrion	C00311	CHEBI:16087
s_0942[p]	isocitrate [peroxisome]	C6H5O7	-3	peroxisome	C00311	CHEBI:16087
s_0943[c]	isopentenyl diphosphate [cytoplasm]	C5H9O7P2	-3	cytoplasm	C00129	CHEBI:128769
s_0944[lp]	isopentenyl diphosphate [lipid particle]	C5H9O7P2	-3	lipid particle	C00129	CHEBI:128769
s_0945[m]	isopentenyl diphosphate [mitochondrion]	C5H9O7P2	-3	mitochondrion	C00129	CHEBI:128769
s_0946[m]	itaconate [mitochondrion]	C5H4O4	-2	mitochondrion	C00490	CHEBI:17240
s_0949[m]	itaconyl-CoA [mitochondrion]	C26H35N7O19P3S	-5	mitochondrion	C00531	CHEBI:57381
s_0950[c]	ITP [cytoplasm]	C10H11N4O14P3	-4	cytoplasm	C00081	CHEBI:61402
s_0951[c]	keto-phenylpyruvate [cytoplasm]	C9H7O3	-1	cytoplasm	C00166	CHEBI:18005
s_0952[c]	L-2-amino-3-oxobutanoate [cytoplasm]	C4H7NO3	0	cytoplasm	C03508	CHEBI:40673
s_0953[c]	L-2-aminoadipate [cytoplasm]	C6H10NO4	-1	cytoplasm	C00956	CHEBI:58672
s_0954[m]	L-4-hydroxyglutamic semialdehyde [mitochondrion]	C5H9NO4	0	mitochondrion	C05938	CHEBI:27809
s_0955[c]	L-alanine [cytoplasm]	C3H7NO2	0	cytoplasm	C00041	CHEBI:16977
s_0956[e]	L-alanine [extracellular]	C3H7NO2	0	extracellular	C00041	CHEBI:16977
s_0957[m]	L-alanine [mitochondrion]	C3H7NO2	0	mitochondrion	C00041	CHEBI:16977
s_0958[c]	L-allothreonine [cytoplasm]	C4H9NO3	0	cytoplasm	C05519	CHEBI:28718
s_0959[c]	L-allysine [cytoplasm]	C6H11NO3	0	cytoplasm	C04076	CHEBI:17917
s_0960[c]	L-alpha-formylglycine [cytoplasm]	C3H4NO3	-1	cytoplasm	C11822	CHEBI:58671
s_0961[c]	L-arabinitol [cytoplasm]	C5H12O5	0	cytoplasm	C00532	CHEBI:18403
s_0962[e]	L-arabinitol [extracellular]	C5H12O5	0	extracellular	C00532	CHEBI:18403
s_0963[c]	L-arabinose [cytoplasm]	C5H10O5	0	cytoplasm	C00259	CHEBI:30849
s_0964[e]	L-arabinose [extracellular]	C5H10O5	0	extracellular	C00259	CHEBI:30849
s_0965[c]	L-arginine [cytoplasm]	C6H15N4O2	1	cytoplasm	C00062	CHEBI:32682
s_0966[e]	L-arginine [extracellular]	C6H15N4O2	1	extracellular	C00062	CHEBI:32682
s_0967[m]	L-arginine [mitochondrion]	C6H15N4O2	1	mitochondrion	C00062	CHEBI:32682
s_0968[v]	L-arginine [vacuole]	C6H15N4O2	1	vacuole	C00062	CHEBI:32682
s_0969[c]	L-asparagine [cytoplasm]	C4H8N2O3	0	cytoplasm	C00152	CHEBI:17196
s_0970[e]	L-asparagine [extracellular]	C4H8N2O3	0	extracellular	C00152	CHEBI:17196
s_0971[m]	L-asparagine [mitochondrion]	C4H8N2O3	0	mitochondrion	C00152	CHEBI:17196
s_0972[v]	L-asparagine [vacuole]	C4H8N2O3	0	vacuole	C00152	CHEBI:17196
s_0973[c]	L-aspartate [cytoplasm]	C4H6NO4	-1	cytoplasm	C00049	CHEBI:29991
s_0974[e]	L-aspartate [extracellular]	C4H6NO4	-1	extracellular	C00049	CHEBI:29991
s_0975[m]	L-aspartate [mitochondrion]	C4H6NO4	-1	mitochondrion	C00049	CHEBI:29991
s_0976[p]	L-aspartate [peroxisome]	C4H6NO4	-1	peroxisome	C00049	CHEBI:29991
s_0977[v]	L-aspartate [vacuole]	C4H6NO4	-1	vacuole	C00049	CHEBI:29991
s_0978[c]	L-aspartate 4-semialdehyde [cytoplasm]	C4H7NO3	0	cytoplasm	C00441	CHEBI:18051
s_0979[c]	L-citrulline [cytoplasm]	C6H13N3O3	0	cytoplasm	C00327	CHEBI:16349
s_0980[c]	L-cystathionine [cytoplasm]	C7H14N2O4S	0	cytoplasm	C02291	CHEBI:17482
s_0981[c]	L-cysteine [cytoplasm]	C3H7NO2S	0	cytoplasm	C00097	CHEBI:17561
s_0982[e]	L-cysteine [extracellular]	C3H7NO2S	0	extracellular	C00097	CHEBI:17561
s_0983[c]	L-cysteinylglycine [cytoplasm]	C5H10N2O3S	0	cytoplasm	C01419	CHEBI:4047
s_0984[c]	L-cystine [cytoplasm]	C6H12N2O4S2	0	cytoplasm	C00491	CHEBI:16283
s_0985[v]	L-cystine [vacuole]	C6H12N2O4S2	0	vacuole	C00491	CHEBI:16283
s_0986[c]	L-gamma-glutamyl phosphate [cytoplasm]	C5H8NO7P	-2	cytoplasm	C03287	CHEBI:58274
s_0987[c]	L-gamma-glutamyl-L-alanine [cytoplasm]	C8H14N2O5	0	cytoplasm	C03738	CHEBI:50619
s_0988[c]	L-gamma-glutamyl-L-cysteine [cytoplasm]	C8H13N2O5S	-1	cytoplasm	C00669	CHEBI:58173
s_0989[c]	L-glucitol [cytoplasm]	C6H14O6	0	cytoplasm	C01722	CHEBI:28789
s_0990[e]	L-glucitol [extracellular]	C6H14O6	0	extracellular	C01722	CHEBI:28789
s_0991[c]	L-glutamate [cytoplasm]	C5H8NO4	-1	cytoplasm	C00025	CHEBI:29985
s_0992[e]	L-glutamate [extracellular]	C5H8NO4	-1	extracellular	C00025	CHEBI:29985
s_0993[m]	L-glutamate [mitochondrion]	C5H8NO4	-1	mitochondrion	C00025	CHEBI:29985
s_0994[n]	L-glutamate [nucleus]	C5H8NO4	-1	nucleus	C00025	CHEBI:29985
s_0995[p]	L-glutamate [peroxisome]	C5H8NO4	-1	peroxisome	C00025	CHEBI:29985
s_0996[v]	L-glutamate [vacuole]	C5H8NO4	-1	vacuole	C00025	CHEBI:29985
s_0997[c]	L-glutamic 5-semialdehyde [cytoplasm]	C5H9NO3	0	cytoplasm	C01165	CHEBI:17232
s_0999[c]	L-glutamine [cytoplasm]	C5H10N2O3	0	cytoplasm	C00064	CHEBI:18050
s_1000[e]	L-glutamine [extracellular]	C5H10N2O3	0	extracellular	C00064	CHEBI:18050
s_1001[n]	L-glutamine [nucleus]	C5H10N2O3	0	nucleus	C00064	CHEBI:18050
s_1002[v]	L-glutamine [vacuole]	C5H10N2O3	0	vacuole	C00064	CHEBI:18050
s_1003[c]	L-glycine [cytoplasm]	C2H5NO2	0	cytoplasm	C00037	CHEBI:15428
s_1004[e]	L-glycine [extracellular]	C2H5NO2	0	extracellular	C00037	CHEBI:15428
s_1005[m]	L-glycine [mitochondrion]	C2H5NO2	0	mitochondrion	C00037	CHEBI:15428
s_1006[c]	L-histidine [cytoplasm]	C6H9N3O2	0	cytoplasm	C00135	CHEBI:15971
s_1007[e]	L-histidine [extracellular]	C6H9N3O2	0	extracellular	C00135	CHEBI:15971
s_1008[m]	L-histidine [mitochondrion]	C6H9N3O2	0	mitochondrion	C00135	CHEBI:15971
s_1009[v]	L-histidine [vacuole]	C6H9N3O2	0	vacuole	C00135	CHEBI:15971
s_1010[c]	L-histidinol [cytoplasm]	C6H12N3O	1	cytoplasm	C00860	CHEBI:57699
s_1011[c]	L-histidinol phosphate [cytoplasm]	C6H11N3O4P	-1	cytoplasm	C01100	CHEBI:57980
s_1012[c]	L-homocysteine [cytoplasm]	C4H9NO2S	0	cytoplasm	C00155	CHEBI:17588
s_1014[c]	L-homoserine [cytoplasm]	C4H9NO3	0	cytoplasm	C00263	CHEBI:15699
s_1015[e]	L-homoserine [extracellular]	C4H9NO3	0	extracellular	C00263	CHEBI:15699
s_1016[c]	L-isoleucine [cytoplasm]	C6H13NO2	0	cytoplasm	C00407	CHEBI:17191
s_1017[e]	L-isoleucine [extracellular]	C6H13NO2	0	extracellular	C00407	CHEBI:17191
s_1018[m]	L-isoleucine [mitochondrion]	C6H13NO2	0	mitochondrion	C00407	CHEBI:17191
s_1019[v]	L-isoleucine [vacuole]	C6H13NO2	0	vacuole	C00407	CHEBI:17191
s_1020[c]	L-kynurenine [cytoplasm]	C10H12N2O3	0	cytoplasm	C00328	CHEBI:16946
s_1021[c]	L-leucine [cytoplasm]	C6H13NO2	0	cytoplasm	C00123	CHEBI:15603
s_1022[e]	L-leucine [extracellular]	C6H13NO2	0	extracellular	C00123	CHEBI:15603
s_1023[m]	L-leucine [mitochondrion]	C6H13NO2	0	mitochondrion	C00123	CHEBI:15603
s_1024[v]	L-leucine [vacuole]	C6H13NO2	0	vacuole	C00123	CHEBI:15603
s_1025[c]	L-lysine [cytoplasm]	C6H15N2O2	1	cytoplasm	C00047	CHEBI:32551
s_1026[e]	L-lysine [extracellular]	C6H15N2O2	1	extracellular	C00047	CHEBI:32551
s_1027[m]	L-lysine [mitochondrion]	C6H15N2O2	1	mitochondrion	C00047	CHEBI:32551
s_1028[v]	L-lysine [vacuole]	C6H15N2O2	1	vacuole	C00047	CHEBI:32551
s_1029[c]	L-methionine [cytoplasm]	C5H11NO2S	0	cytoplasm	C00073	CHEBI:16643
s_1030[e]	L-methionine [extracellular]	C5H11NO2S	0	extracellular	C00073	CHEBI:16643
s_1031[m]	L-methionine [mitochondrion]	C5H11NO2S	0	mitochondrion	C00073	CHEBI:16643
s_1032[c]	L-phenylalanine [cytoplasm]	C9H11NO2	0	cytoplasm	C00079	CHEBI:17295
s_1033[e]	L-phenylalanine [extracellular]	C9H11NO2	0	extracellular	C00079	CHEBI:17295
s_1034[m]	L-phenylalanine [mitochondrion]	C9H11NO2	0	mitochondrion	C00079	CHEBI:17295
s_1035[c]	L-proline [cytoplasm]	C5H9NO2	0	cytoplasm	C00148	CHEBI:17203
s_1036[e]	L-proline [extracellular]	C5H9NO2	0	extracellular	C00148	CHEBI:17203
s_1037[m]	L-proline [mitochondrion]	C5H9NO2	0	mitochondrion	C00148	CHEBI:17203
s_1038[c]	L-saccharopine [cytoplasm]	C11H19N2O6	-1	cytoplasm	C00449	CHEBI:57951
s_1039[c]	L-serine [cytoplasm]	C3H7NO3	0	cytoplasm	C00065	CHEBI:17115
s_1040[er]	L-serine [endoplasmic reticulum]	C3H7NO3	0	endoplasmic reticulum	C00065	CHEBI:17115
s_1041[e]	L-serine [extracellular]	C3H7NO3	0	extracellular	C00065	CHEBI:17115
s_1042[m]	L-serine [mitochondrion]	C3H7NO3	0	mitochondrion	C00065	CHEBI:17115
s_1043[c]	L-sorbose [cytoplasm]	C6H12O6	0	cytoplasm	C00247	CHEBI:17266
s_1044[e]	L-sorbose [extracellular]	C6H12O6	0	extracellular	C00247	CHEBI:17266
s_1045[c]	L-threonine [cytoplasm]	C4H9NO3	0	cytoplasm	C00188	CHEBI:16857
s_1046[e]	L-threonine [extracellular]	C4H9NO3	0	extracellular	C00188	CHEBI:16857
s_1047[m]	L-threonine [mitochondrion]	C4H9NO3	0	mitochondrion	C00188	CHEBI:16857
s_1048[c]	L-tryptophan [cytoplasm]	C11H12N2O2	0	cytoplasm	C00078	CHEBI:16828
s_1049[e]	L-tryptophan [extracellular]	C11H12N2O2	0	extracellular	C00078	CHEBI:16828
s_1050[m]	L-tryptophan [mitochondrion]	C11H12N2O2	0	mitochondrion	C00078	CHEBI:16828
s_1051[c]	L-tyrosine [cytoplasm]	C9H11NO3	0	cytoplasm	C00082	CHEBI:17895
s_1052[e]	L-tyrosine [extracellular]	C9H11NO3	0	extracellular	C00082	CHEBI:17895
s_1053[m]	L-tyrosine [mitochondrion]	C9H11NO3	0	mitochondrion	C00082	CHEBI:17895
s_1054[p]	L-tyrosine [peroxisome]	C9H11NO3	0	peroxisome	C00082	CHEBI:17895
s_1055[v]	L-tyrosine [vacuole]	C9H11NO3	0	vacuole	C00082	CHEBI:17895
s_1056[c]	L-valine [cytoplasm]	C5H11NO2	0	cytoplasm	C00183	CHEBI:16414
s_1057[e]	L-valine [extracellular]	C5H11NO2	0	extracellular	C00183	CHEBI:16414
s_1058[m]	L-valine [mitochondrion]	C5H11NO2	0	mitochondrion	C00183	CHEBI:16414
s_1059[c]	lanosterol [cytoplasm]	C30H50O	0	cytoplasm	C01724	CHEBI:16521
s_1061[e]	lanosterol [extracellular]	C30H50O	0	extracellular	C01724	CHEBI:16521
s_1065[c]	laurate [cytoplasm]	C12H23O2	-1	cytoplasm	C02679	CHEBI:18262
s_1067[e]	laurate [extracellular]	C12H23O2	-1	extracellular	C02679	CHEBI:18262
s_1070[p]	laurate [peroxisome]	C12H23O2	-1	peroxisome	C02679	CHEBI:18262
s_1073[c]	lauroyl-CoA [cytoplasm]	C33H54N7O17P3S	-4	cytoplasm	C01832	CHEBI:57375
s_1076[p]	lauroyl-CoA [peroxisome]	C33H54N7O17P3S	-4	peroxisome	C01832	CHEBI:57375
s_1077[c]	Leu-tRNA(Leu) [cytoplasm]	C6H12NOR	0	cytoplasm	C02047	CHEBI:16624
s_1078[m]	Leu-tRNA(Leu) [mitochondrion]	C6H12NOR	0	mitochondrion	C02047	CHEBI:16624
